audience_id,age,gender,frequency_segment,distinct networks,distinct programmes,seconds_streamed
4XynmeBMG12ptc03T0Ytvbxt5PGbzYywD-3HIHPgg9M,35+,male,E. monthly,1,3,5662
5y3iDKoD5iClPrBxUaGVJBtZQiKSrOkJrMSkHsV3Vxw,,,B. 2-5 days per week,6,18,12783
7nkFpKNVmljnhO4wgNeToZLuaxT38dgokOSo7AAZcbo,35+,male,F. less than monthly,1,1,42
9YnB4yPAOuL80JI_cser8Qc7Z24lwrIeUZDdlyiCLD4,35+,male,E. monthly,4,6,7459
AkjQMeHD_26TOljxoX2qmMkHMsiph883ACMFVx-CUqw,Under 16,female,F. less than monthly,1,3,5625
CLi_s8M_K06C4e7C1cm0d0vgrMid2onhPi7U86gKOF4,16-34,female,C. 1-2 days per week,1,5,61859
DqI8IOnthkEx2-Ip-NtG05CuDSUExcuTqGqBma-TTIA,,,E. monthly,1,1,344
1kKGchI6-ZO9JNgdPI7Rsx13nWKH5pf3fqZtA9685xY,35+,male,B. 2-5 days per week,8,18,21759
3m1Ycv1usU7dG0W943TefC9qZ0gOQ_xOKwgucUi-2_M,16-34,male,F. less than monthly,1,1,14
620hUHPrMcbcNSnTzzzxv6XAvvUQ1ylBflLge5BSm-8,35+,male,B. 2-5 days per week,2,8,82926
8FEGF9unbgyYcWwKMPlVGStp5XXB1TnfqLhTIOnV2po,,,A. daily (5+ days per week),3,16,95937
AnUzUhkC4rwQlt7eIMUkOSqhm-qpHgqR78B-oW8C5OE,35+,male,D. fortnightly,2,4,9772
D0h7lPyfyn5er3JWQWhQpV3SiuhxoYG9najyBDc7P7Y,35+,male,B. 2-5 days per week,3,3,5357
FGk8vdOcVW_B1mun_GcTW1j3fLbvvwWbv71uY1iKjqU,16-34,male,D. fortnightly,1,7,29780
HIyfJ-6kNX4VzgxP4yaXajj8yjd_o1n6U01ZTOivU8s,35+,male,D. fortnightly,1,2,1587
JsDqLBh44jX2OeyIjSBKNA-ljlMA5oKj74_hI0HYAoQ,35+,male,B. 2-5 days per week,5,12,59524
0wWMMiQxakycJy0rxa2aVX6phUcGeP7FtULiYgTTprY,35+,prefer not to say,D. fortnightly,1,7,12544
3RzyXgDWrwzky5YnCRHcjBijlcPpCNrf8mLcv8N0ii8,35+,male,D. fortnightly,2,3,866
5jrAfmuDcqoKGge0fJ_XSPBgCB7KZ4ch6GY9R3BOS_c,35+,male,B. 2-5 days per week,5,92,335006
8JlYHaEdZos6KqenoHdp0anPf-uispwvD4i5ELRpkbM,16-34,male,D. fortnightly,1,5,48871
0wp9JF2jMvXPvILmOGOMyrsoZqIvzIDilk-x2RxNmGs,16-34,female,E. monthly,2,4,4160
2bX8n5BLN8iGgiI_b9he-Hlb1Dx9-n51gJgeEPT7gPU,35+,male,E. monthly,1,1,1643
4aOTcVnQchiRX123OXhnc9fVv-T7ksQQeASR1rYDmas,35+,male,B. 2-5 days per week,1,7,35510
6SwCPVBI9_r5Rj32pPeM18vRjPnrvXHxiso-gwJI16I,,,B. 2-5 days per week,5,11,40169
0lWggbvxmkfTZ9kZq6KlNO6qH7gXiYlDB_a5CQ1nfaw,35+,prefer not to say,F. less than monthly,1,1,935
2gYEcQwElvHF5iifJyL2LN731CQQUlJY9hnqztRhsyo,35+,female,B. 2-5 days per week,3,15,159633
4W5mF-KTSiWSrv2exmhWvhWNJpLupbEbm3tX6hi6N24,35+,male,F. less than monthly,1,1,59
6-BD5hQmeYypULX-eFiw7wvxa_EEw4nCe87Q57HWz8o,,,D. fortnightly,3,5,17608
7ZzPCeiUbE0a5VAWyH6B0-KTdjjgfGpyCQz0a5ZKgvg,35+,male,D. fortnightly,1,1,2804
9CByr2u8pROg6_vbkqUe7vCti1_G4zBJVhwWFjKdALs,35+,male,E. monthly,1,1,6
B52xr9-bBv6aAXUoSrIgX5qmp-PvXci0n3RLpoDugLw,35+,male,F. less than monthly,1,1,43
0tfuBu-B6QjV7_mYA0g5-m79aJ0nanFD34uTV_OLdUE,35+,prefer not to say,D. fortnightly,6,14,38042
2bu1OZOTwVjqhtZO6bvhp_KyzKO1O2JiZOwRMXMPDAk,35+,male,B. 2-5 days per week,2,6,247581
4Y19kikdjw57wuGYcS7TF2dRu_c5O8sbXxgeVuRCfj0,,,D. fortnightly,4,5,9848
6smqZtHtSe8FKh2X7k4aMJKrjRZSgCGrhxytbK-e1GY,35+,male,B. 2-5 days per week,8,24,70457
0uPzqFOhbUrANR26YS0hz2Tjs0Vz6EqO3C-_n8B71tA,35+,male,B. 2-5 days per week,2,11,43380
2XsaVR8FqT5WKppXEHYYluf7JW7qR6z5z8TFQ49BiKE,35+,female,E. monthly,1,1,31782
3zjJuub5EMR7-bH19SBWTan6y7fvEyBHWxHlp9wo78Q,35+,male,F. less than monthly,2,3,5686
5lhsrIvuu2q-M2t_pfZKYAWCMORU41UYXIqwxzQlrFc,16-34,female,F. less than monthly,1,1,2755
7YzPnLN7B6k296ZPASeMjbi_8X1IzgHXW2745v3Lih4,35+,female,B. 2-5 days per week,1,7,25374
9GxeP2uzQ5fKn5OSBXoAY67LDxTO-eUWrSJ_vK4O5S0,,,B. 2-5 days per week,6,10,32092
AzoaJYdqjglpZjknBdYCYlRszCZn4JRbwOxklgMb3pI,35+,female,A. daily (5+ days per week),3,39,620155
118cdp96vr4Vh3girtnOrAeTinN0U1sfkHEhQBn10Ng,,,C. 1-2 days per week,1,1,31799
2ZR6lUJVHhs4Is7akYcma0HxsbhyMvfkRSQR3a2Ia2A,35+,female,C. 1-2 days per week,5,15,175888
4D-GPrLtvjZEgVbYaCqpSOK23xRM49Kc-SNhOb3YqzY,16-34,male,E. monthly,1,5,56864
5lggo7oJMW43GFaM-mqi8Lh7EHBbtnccmNyHDNuWS5g,35+,prefer not to say,B. 2-5 days per week,1,9,24367
76siN6-TiJSyobxFVBzxoiIDSuOoL_8XT3NXSSs_U9w,35+,male,F. less than monthly,1,1,194
8XgOdotalD5Pu6BajrDWOZEEFKi9effG89X9lg_U_9c,35+,female,F. less than monthly,1,1,553
0uF3zbe_KPtdQWN0p4vETVh5FZE5i2WAGWUAVnIoxR4,35+,male,D. fortnightly,1,1,3929
3-le6Gw0IcOoPKYtzj6T18IIVnVFItkkIZg9A5e7hQw,16-34,female,E. monthly,1,3,7278
4Vk_GHkrPS3r3A1vk--jFi9I6GGedD8EbAzHqyK4fws,16-34,male,F. less than monthly,2,8,48054
636WWLL_Md892nU2_DKfe5KJ96lvaGxrbsX0eN81y44,35+,female,F. less than monthly,1,1,535
7ZNHlJgxyw9ewvHXFJV-NsitDgzRV5U_D_9EEEfkg-k,16-34,male,F. less than monthly,1,2,1488
9XvUDuptKbOx_zYH5LbzrSZoFLTqO8foKqypZVxVgNU,35+,male,D. fortnightly,1,2,2945
AvBJe_VntETqctSTAf7-HgMskhuyNghZyZ2QtZ5vSco,35+,male,E. monthly,1,1,18
1P6HMDLz7LM12xYp1vh_rhhXeFv6PbZPjxv_3dqIL8U,16-34,male,F. less than monthly,1,1,4917
2t56VtIu12CJkY6HKQIsstJxRJG0hnQSpOySkvL26-s,35+,female,E. monthly,1,1,1111
4M9QOisrllexHTctLCWoDXysXzzklz7PRCYyC_7GCgQ,35+,male,B. 2-5 days per week,2,5,4861
5y5DFcr8XwCcLeQUUFbDTBZRgQ5kMhRNACpdXDZBbCY,35+,female,F. less than monthly,1,1,62
7UCh_7P8n3lOatTCoaWz4nDWK9ieA42Hdq762RO6Tcs,16-34,female,F. less than monthly,1,1,10
0tfFpim5YGpsigjBxmRe_OdQglStA_Hgxi_vVhMPS4o,35+,male,B. 2-5 days per week,1,8,31428
2sCc2uZZ2-Evk2rzihvkm-cAqNxlu8_zfVSKRtdWIhc,16-34,female,B. 2-5 days per week,2,10,98687
4UZhLju8Kptwx0ACtEBu1bfSpir0GNx3Rlfc5oLr6ek,35+,female,F. less than monthly,1,2,138
6HCqB8xQiOQeqx3YDUsrfa97ttXUK5x1ZcI-v9vTwoc,16-34,male,D. fortnightly,1,2,12247
7vPHo8vsUQEcIvorxXxweYlusULY0N-Ng8M4IEaLQuM,16-34,female,D. fortnightly,1,5,5384
9dU0te1-6n-2aZ3f4pC9uW1tr5iS9TZtHbNMsc8e8TU,35+,male,C. 1-2 days per week,1,5,52853
BMvYj6Y3JVbt8ZldNG-CCwxiCDUKgpSUJadXb_0PQf8,,,F. less than monthly,1,1,145
1OUpynp_RHjNIw1609cjDWj5eTjFFmICkqBf11gvmn4,16-34,female,F. less than monthly,1,1,3825
2xj6DzrjVw4xn66z9t5HgThSFI0JfGFGxvmDd0oD4OI,35+,male,C. 1-2 days per week,3,9,78111
4FJXolzfMDAsRoPGua7e0OtpipDMhuk0cZyDUizLn-s,35+,female,F. less than monthly,1,1,98
5cnpW9Za2o_qRK-ZW8scXV67q12-Gyjqtz0JdLxt-YU,35+,male,E. monthly,1,2,7780
7SnaxITN5UMstVHkE3s9-bYnf61w1xq6Mw0H3oOhP-E,35+,female,C. 1-2 days per week,1,3,60251
9N_Vr2Wv9WgbAoebXO0Z-cNzgooXt_Fe4DZGB_S6pBw,35+,female,C. 1-2 days per week,1,1,37982
Au2NXWYu5DvA6SWPBHkuKGwAIOZ_k2oFjVEw3K-Eg8o,35+,female,D. fortnightly,5,6,6937
1I4kM2pUU4UTrBsWksYIxp5tt8UjA2uSfa97_S7tyB4,35+,female,D. fortnightly,1,1,4
2rwSxAiEKNf7GawCj8brv_0be2_EKLzVha_E5yD1erc,35+,female,A. daily (5+ days per week),1,6,905913
4UD9GOrL2NbPlDoKYidoUVR49Wxa4Lgeqg0l0le0bZ0,35+,female,B. 2-5 days per week,3,39,116368
6CvvRonFdfusxqhn0thPVvmpvcio9_xaGVu4-Uu-uFw,35+,female,D. fortnightly,1,3,6399
85lsar0Z3k5-1yNIqX_hATgIF0Mu0ipccpE3ubqNtSE,,,B. 2-5 days per week,1,11,224835
9fkCtu2-YS0CvmNyzRoNjlJ9tsQDSITmGIXoH-Xxmo0,35+,female,B. 2-5 days per week,3,57,166896
B1bpES3mEiTHo5N1-cVMmyWE6Iy_ALyFcWXLoVueCfg,,,B. 2-5 days per week,1,5,8456
1A5OpkFJrz-XiS0YwId-kPkB0ptfpjnltxEzvPicQic,35+,male,F. less than monthly,2,4,6838
2hVu14CiOGoDGc5HdntZGC1ctcaY0ZThMei_UCuH7O4,16-34,female,F. less than monthly,1,3,10638
4J6zMxG7C1BCeauvgn6tZj6NM9p9CCbbQEoVcjRg7f4,35+,female,B. 2-5 days per week,6,44,73605
681YpTvMIDlX6vArC2Wy-U6L73JoiXsRmvGm8L8Gdx0,,,D. fortnightly,1,6,8490
7Rl7qP10eOmRCAbXgD6ODhk5-77Nm8kPSG1dD22gUoE,,,B. 2-5 days per week,1,7,89892
8xuaY0k5vbr13-fRSszRIPQJUgfGTRbYmOamPK_rQpo,35+,female,C. 1-2 days per week,1,2,20394
ALNGNHioty2rnzRXdzu9ICqVbrfwumqnGSybgUYPU_0,35+,,B. 2-5 days per week,2,10,83824
1-gUzIcrXOSOejOrR9rSL3qvqb9UcR-NVMFypeWLN5U,35+,female,D. fortnightly,2,4,23713
2fKXhaxCI58Qx-x5ZVpd3W7fknOq2m6bJaDm0wd0OCk,35+,male,E. monthly,1,1,1213
4XsT2nTscEZ9gQf9Q8QxR4S5L4fUwGW54RhqcMNXiZw,,,F. less than monthly,2,2,1453
618HtYYtMqKCXx8fZIJKCI2NR4C9KTyLpK2nJCFY5tI,16-34,female,F. less than monthly,1,2,4999
81RDhfEWYFYmza4fBnS-AuoKFVrrMQk1-g3aNBEi5XA,,,A. daily (5+ days per week),9,31,564250
9Tlwu2sdagk4qtOkyGxScMDk8hlvOOzlYa8lg8u-IGQ,,,B. 2-5 days per week,3,35,72930
BT8m_JJgxXrxai3uKSG5xMVLb3AvD2cQnioH62IsY2U,,female,A. daily (5+ days per week),1,10,149620
13Q2QApcdpdYmLg7jhgdIAlhsIfhJU9X6051ZUu5jSQ,,,B. 2-5 days per week,15,76,521889
2UoHrDcVxhsY0MQ87EGo24awxG8VrDUpqVfFOth0l8s,35+,female,E. monthly,2,9,12356
4G5QbyKupMxz32uAWLmkgv8JmtjU9vcwA7MracSAOBA,35+,male,D. fortnightly,1,5,52453
5yfN4mL9IRT4zrJxdoJrIOk8MM2v9YYCNc8f8HMEcwE,35+,male,F. less than monthly,2,3,6055
7agbqVSkMjgN-DZPVq0p74b2-FuRWXjl2jv5bQrJNh4,35+,male,F. less than monthly,1,1,160
8sKW2c44fn2t3CdVA0ItQNzoX5cFUoeKFbmJECpejDQ,,,D. fortnightly,2,2,1338
AUjwbC_wBBbWy1phx17Y4IuAZMYwcLu5TKP7sGYQRhI,35+,male,F. less than monthly,1,1,190
17Jq1kumXVF57ICSV3e8F2pSo9dbEfg3p9lixIyk73o,35+,female,E. monthly,1,3,13977
2hBieqFh-hmQv503nYeC86T3bUtHWI5xsjLJJBo1G3E,35+,female,D. fortnightly,1,1,10127
4VtLbG-CWmCeEbu920Nq0lSX4qN7gbNPb6lCfGAOc_E,35+,male,F. less than monthly,1,1,2195
5v8Y_GJdt_WnLedzBHWmHUxk56Y0y91wXGTdSTpX5mI,35+,male,B. 2-5 days per week,1,17,41222
7l1TWhygVSxkXgvpXNRsYqyyjRTGroH9ow5vLekGO30,35+,male,F. less than monthly,1,1,145
9PghihFhmjkWbL4pUoV50V6R-vi2XOQrO0QFhDueMdI,35+,male,E. monthly,1,1,50
AihA4qgV4W8widqmwfxr_QaFbFAO3lo71YDk7AX9IY8,,,E. monthly,3,5,14518
CIq-8BW0S4IV9z0HBVWjAa_w_0-7VTSoWCy-_OAengg,,,D. fortnightly,2,2,2455
DoFtBZ47cL3-DbF0C3ebqR7dQnOqZOwxuLE8ijWJh7Q,16-34,male,B. 2-5 days per week,3,14,143477
1ZpZkuPZhEaG6ciAflvCJZLo4ow5jk36rLG9Sy7oqps,,,B. 2-5 days per week,1,7,264763
3cfSMdxdPpwxJc5H4RHvy4qMDq1nNLgLLSnhDwxZhYY,,,B. 2-5 days per week,1,5,41860
5y1EzuKMkQXOvbM7q_NC44RV1Xxb6oT3zT0OkuZPYHI,35+,male,B. 2-5 days per week,4,68,547956
85PcubiYzfm0piJgAo0BK0mjKNmgg8Tb5UDvL_5Dlnw,16-34,female,B. 2-5 days per week,2,13,31663
Ai51D2cp1xR5W237hE8rjFNuIdBiUdqytpl_mI0I_44,16-34,male,F. less than monthly,2,3,5514
CtIWkBERXzwtITAtnECzsELu9YAy-p5syr-6q5HfI9o,,,F. less than monthly,1,1,894
F6IHrPXYVFLbKAqCR4swK_3uGRyl14nsf0_Jq5pMn3Y,16-34,male,F. less than monthly,1,1,15
HGrdfHNJa22UaBIQuth9UI5rVHftA96xLlRw1oUJ6NE,,,A. daily (5+ days per week),2,29,154556
JprLMkJNBKBOPW0qN85wEOxYT9jkuY5I2b1Mww2A__0,,,C. 1-2 days per week,3,7,9892
1HKkqFnYGzujPjjupHMY78tI0KjORxFYNsMa7wKgPrM,16-34,,E. monthly,1,1,9141
3iZ6a_5ok1fteEqjurBqKbijq9vzzmrVxxk4a2Gwpwk,35+,male,B. 2-5 days per week,7,24,89373
5z3feRTEEn81CF2klL5uIb6BEiT9bco8NlW7anLfAHk,16-34,female,B. 2-5 days per week,2,12,77031
8TSlnMxa_VWgAoHf1Qcf-QINLhzTw0TpOFa1jePtC7c,35+,female,F. less than monthly,1,1,380
1D6ipxPavxTYfvxnL2_cqkZG-rZR0bULgWTnbpVDQ8g,,,B. 2-5 days per week,1,1,20700
2rkPK1T9UZ6UUusGPEK6rQUPAciQJtI_0ZXaGV6H6wE,,,B. 2-5 days per week,8,12,29909
4xQc7cwa3gCfYCQ4pRiROetMEy_eRLpLyMyn7uaesTA,16-34,female,B. 2-5 days per week,1,8,65428
6etA6jfOD5BvNqW86V7Kre-9dOzoK0EauieVvUDC4bo,16-34,male,B. 2-5 days per week,2,8,49176
0xqsZGkDk8fyHX485sh8P7QAp0IHQo0pt9uFvj5ze9Y,16-34,female,C. 1-2 days per week,1,9,37209
2upDJDf_TKyocce5ahokLh-pC2XrdgrIbdkaTjVQ2S0,16-34,male,B. 2-5 days per week,6,11,18857
4k585HWM8L_U4zhy_Kp4MKVJVGVZ8sbU-220_Ml9O4g,,,B. 2-5 days per week,9,57,145409
6CJ_2jSYyTv43I8cVCBkWqq-DgT4pVhHJ_HaP3-by7k,16-34,,F. less than monthly,1,1,1574
7phytTzNnbLiV_CWEHcGB2viYF6kdTKnySwhdoygJ4k,35+,male,B. 2-5 days per week,12,48,1579728
9OX8Iao-mgsZqVVmtJsM10bF3GizeYcLHz2IHGdXzO0,,,A. daily (5+ days per week),2,7,57423
17-K0Y0TRMGyfuO4mQMdCgrgUzFHTVH3PJgLtV9pSfo,35+,female,D. fortnightly,1,1,1718
2rC4JbpPbDLJxsX-fbcJk7Du4x_GXoIysK7jKGudY3o,16-34,prefer not to say,B. 2-5 days per week,3,17,66713
5CvmhvU8Vlk0pLp3GEvUXNrcMJPPboTORqsBVGVT_b4,35+,male,C. 1-2 days per week,2,11,175630
71tGFX4qzXV9eCwGPfoy_uoNcNOHvt9qjOgZeBV736Q,35+,female,E. monthly,2,4,6908
1FMNp5WtzhX1w4yc0X7njnIQh9sqXVvNcv24RLFIJCw,,,E. monthly,1,1,6
2jNecvmTYUXlBrenc_r20EkETQYqXsCw40CmTWWTPE8,35+,male,D. fortnightly,1,1,8110
482jG85PZoP8K637rgUigN0d1clw0HYeh8Zeipgsci8,35+,male,B. 2-5 days per week,3,5,23300
5yu7VOUX856dcpeb_XuPPsudx7ovn2fw4Eiy-26-lrM,35+,male,B. 2-5 days per week,1,13,127488
7g1m3H1qf3hGZUUKRIxsMl-OIgi7mX-0RXOlNz-Phfw,,,F. less than monthly,1,1,106
9NqHj21rlVdrsdOQqZCGH4YG27AoT0Ev81na7feuwVc,35+,male,B. 2-5 days per week,2,11,34581
1E_LGAv6RqVLlSgseo6YEI3ygdoQig7xWuj8GgJ5aKY,35+,female,C. 1-2 days per week,1,6,9983
2fwZuq8TCSpEXlDGViSPy-Bl1aR9mhDHXP6u_muI4Cc,35+,male,D. fortnightly,4,10,32978
4KOTBlp6X_jDOp0sZLGUG07LKY7Ar1BMvwNwukcdIes,35+,male,B. 2-5 days per week,2,2,23015
5vGwzvFg-LtcMXJRQI88wyRfqE0D4_UXxmctuOhLQY0,35+,male,E. monthly,1,1,1234
7GslAwhp40lUkf0AeBI-xx82UQIv0RMxWKy5DxQiFMI,16-34,male,F. less than monthly,1,1,110
8iu1uE03RHmS_9s5-0aJJTPi1QxriCEw8vwm2ybmrOM,35+,male,C. 1-2 days per week,1,4,31408
1Imn8hMU_mRDYRZJ6rwsCs8ihvNb1mVs8EXZCp2gILw,35+,female,D. fortnightly,4,13,13639
38MPyGUVhERISZKdbrwsrtTuJJUk-I5whYSLAmXOerM,35+,male,D. fortnightly,2,18,25245
4qPMQt1SDwgjde73p5P7CmslkmtOXa_Q1rxakZ-P0ts,16-34,male,B. 2-5 days per week,3,4,8273
6FlVjcbMDY7f2jxvLzQD1xWmkwH0uiyXwFKyW--Vv4I,16-34,female,B. 2-5 days per week,1,11,631817
8--0xXePQd1DEnHIczblXz5lR0r_w_76UcDGH-SBTb4,35+,male,F. less than monthly,1,1,3047
9j_RoWVobjUhcRrmM9PEUN2Z3otytOQ8e8kvnToZtbs,,male,B. 2-5 days per week,2,3,1881
1arF_AYjzfgAcoq-gpGSH-xmWQqFRmY9xKe9AHrRxBE,16-34,female,A. daily (5+ days per week),1,16,129756
314zi442fSuwlK_Znrzx3uFof6jJJtbyouKAn9jdq9Q,16-34,female,F. less than monthly,1,1,712
4VZBe0yCGbYit8zNiZoiMOhL1sWjiiBN4_LUHhJH5vM,35+,female,F. less than monthly,1,1,766
6AlhjPllffZ04WvvgynTmDOq335NpkXYENXsrYygw8g,35+,male,E. monthly,2,3,1650
7eRoI6mimHpUB4DveIGBw1FvI9kMVfZOotVRsTEogFE,16-34,other,D. fortnightly,1,2,568
18il0JqarwmT0sLG2_6pn0T6EHiawtzVSR-rAqHjHzw,35+,male,D. fortnightly,2,2,451
34CigCgWloh8cT_8G1wQNVgduIyE3LjIWYtYyQqG9Gc,,,B. 2-5 days per week,3,21,138162
4lgEoLTDm_3pv606m0x_HqbY_8hmQoWRkXqSyxXB2Os,16-34,male,B. 2-5 days per week,2,12,60151
6RK6JCbis5IvnzVrJLFgzq-nThuqYmArgYG1p8gOnDE,16-34,female,F. less than monthly,1,1,63
82P07OMWHolskaIOhsKyJcE2ht0VRQm8msCMjO3K_Gg,35+,female,B. 2-5 days per week,8,36,170792
A155mmgg9jxWjeCAhsRUVjEmaXzVW7Cx0_JDeo0N7Tw,,,F. less than monthly,2,2,904
1XBfZo0lTPyXj7ljb5rnCFbjr9feVTsZMRUfE8oNSGE,16-34,male,D. fortnightly,1,1,1708
371ea69ZbdZctugJ7LptT2TZ2W8n1d4rikJF_dyPOfk,35+,male,B. 2-5 days per week,2,14,591742
4Ub5Uyj-PC0OFzqjPiLq0i4cqwUE26jKyrhp2T6qk3Q,35+,female,B. 2-5 days per week,1,5,48909
5nWuqweFw2TCvDae2cvHxrpXSMOcGpLTYJaOGUQYrlM,35+,male,C. 1-2 days per week,1,8,12858
7hU6R7ohiHPvwKFG_d_OXyuGEYnA3Y7I6OqdKMuAX1o,16-34,female,F. less than monthly,1,2,2256
9a0NnCyyxKlUiU_VjNl1C8cigUmy3XgPb884Sdu7530,,,B. 2-5 days per week,5,38,253706
B6RLxxzXnwvYhl-vk1dzevmQ4WrAqQhvtJg0lLDwyMM,16-34,female,E. monthly,1,1,98
1avsLvvzHaMIBzJQ23E593CKb0e1-ZD9lY2FCBJNdSU,35+,male,B. 2-5 days per week,3,9,154545
30q5gIBzSoq32_pepJDOSj9JOki7WGrcpsKvGEy7Mzo,35+,,B. 2-5 days per week,2,5,22489
4d3LXq2vQx_LQxhpzAliXZE8d4C-8uE36hOYVc47ICE,35+,male,E. monthly,1,2,5344
6PvKnGirFsDLD5IRG3Jsk5yjyxphu0I-0bmO4dsa5hM,35+,,B. 2-5 days per week,3,10,18269
8PKgFulpRIc8IyW6HhiYuqTntHP1B75_XfXu6np8SL8,35+,male,D. fortnightly,2,4,3542
9uTXsUFCZXnRe6qGzknDeZqfk2pB_isRqxRfrXSFQ1k,35+,female,B. 2-5 days per week,1,2,4902
BK0EegD3IAl7HvZVKnid7i00Kh5rQmrpAfL4MptyvD8,,,B. 2-5 days per week,3,9,42165
1MPDfzZ_sa4Z8UlgV0lZeZh4w1zxMU1ZlyHjlcrv4iY,35+,female,E. monthly,2,4,6104
2tO3RCLKOZtOp6Ly0-jvsPG3RqTKSjcFgT5_TOMgNs0,35+,male,B. 2-5 days per week,1,5,9483
4_Htl4tEXx0ZMJiR7uDsntYrYe69gxhirwBjqoLUqtI,16-34,male,B. 2-5 days per week,1,1,2159
6ICeb-8o-i2tjlhX_tvVKod8wHX5Xv9-UU_ppWV1ED8,35+,female,D. fortnightly,1,2,2907
7bJYGiWp7o4KgsPiNOUIzlbCJ7jbqSgVYDylL6qXAeg,35+,,E. monthly,2,2,2309
96JWZbSdBz7OV_r87QT9ZYOYw2CWQJLDamL1kGV39jU,35+,,B. 2-5 days per week,7,31,119311
Ad4SG-oz43ir119W9REUGD5WLoVYwPYauN8dsegGxBE,35+,female,C. 1-2 days per week,3,5,8501
18xgXCyoz4lJFRu9mWnrik0333ei7VmlS-SEmdQUMPU,35+,male,F. less than monthly,1,1,327
2w1Jf9dUZpnmfQSwx-T5BIp-pV20xp6VXOO_ZuEO574,35+,female,D. fortnightly,1,4,10593
4lgUXNbmKe8F9k2TT9OrhQ1RJud6pnXiyKJaQljEWRE,16-34,female,C. 1-2 days per week,2,5,7536
6JKRFS8vgbmfSjXUfrSYC_qfN60AJNikknmdbARVBzc,35+,male,F. less than monthly,1,1,30
8Fwmhyy5X9Cm80xkJepvnNFWLdJCtmtZ6zzxBJa7AAI,16-34,male,F. less than monthly,2,5,8498
9eqratFF22KfHiABafwUR5DqpQSLOEZrXyubsIrTBAQ,16-34,female,D. fortnightly,3,8,23026
1EJhP_76b7-QxAkQhcuIuLTrbx1us1PBV_eRQW8xYC0,35+,male,C. 1-2 days per week,3,6,7923
2lyEjI9_ZTM37ElS3agph8GYx-lRg9KjrCnx52c3TDo,35+,female,B. 2-5 days per week,6,13,50731
4OCObm1y-sP_RPpZcWAtXbPyfgZtrq9qepZTzAoGr7k,,,F. less than monthly,1,1,82
64q_1p6GLqajMXHSi1rrJ6OVbzSODsylg7NUDIGF6zY,35+,male,B. 2-5 days per week,5,48,169589
7kATiW0PKO1pEK2TYa3cYl-9s7n29qqWB4IHvKCzc1I,35+,male,B. 2-5 days per week,4,7,24483
93yxKsXb5LHVAF__WbOFfiNzXDTRmv5Wz8cbudqsKvI,16-34,male,C. 1-2 days per week,7,16,818
AiPEAnh0LC-pQBQT3JO4FgmH2sA06eNfAHofX0OqF1Y,16-34,prefer not to say,F. less than monthly,1,1,4486
1KOoz78CsIL-vLwNCOhQ_f-dv0HrZtbFGjjEt_FCu0c,35+,male,D. fortnightly,2,8,19775
2w8-Xil_OPQbioyYJ7Uce99f0hGlHMguyTMNJ0TLLUA,35+,male,E. monthly,1,2,211
4h8vNy3Man3yZfXiJ61414av1Oz64DQr9qcVP30aKnM,35+,male,D. fortnightly,2,8,15961
62e0-tW1z3RYRO38KWdfAqBFXzse_N2Y2bU2S7CyrxY,,,E. monthly,1,1,12
7sYPmntaORmhsGn0hXrz4Pli5L2y76dDxQDQnHMykFg,16-34,female,F. less than monthly,1,1,458
9e10vmv5Czfpc6Uo7bAVLUzN0Es9WslUdfQOQyypgd0,35+,male,E. monthly,2,3,4359
AucB0RC2tWDui5fahHmzi5qdOIB_Udql_DBoaonHkJE,35+,female,F. less than monthly,1,1,63
CT7LjVdeeCCx6kM6a4ch7Zj-jH-9oMVHh-88Yg4dC0c,16-34,male,D. fortnightly,2,3,15761
DyxO4WjYebJvPhWhBkIo75Pdm8v68qtDU3yqnExzODg,35+,female,C. 1-2 days per week,7,11,60616
1wlDKIMMUZhT5O8c4m7A8Wf8Z2UlvCMHxjzfkPb-eqM,,,C. 1-2 days per week,12,26,85686
3texBduWG3zBafx_fMzEVQobTlznOAjz1FN7jawZfPs,16-34,female,E. monthly,1,1,2738
6H-Fu5OYVF1U7jh-jsO94cInr0_B-7UhXGC6oMv6y5U,35+,female,E. monthly,2,2,7650
8MY7EjSlROHPCzIQir0ayOrw2qfcjRiakHJYmk3WXSc,,,B. 2-5 days per week,3,10,36618
Au3VRMKlhwM-rVGlMYK7rChHeLpfCfVVeqdo0DuR6js,35+,,B. 2-5 days per week,4,14,2271
D7bz-PpcaJW-ToNEt-f1BTqWsEGIOxLGNB36u-lqmGk,35+,male,F. less than monthly,1,1,685
FcSHzuq_gveHtZELMkCrDSi9SMj-N-GBziptYDqSXAs,,,B. 2-5 days per week,2,2,88849
HXGZMccRgiPxRwXYY-XfRdtjFV8LrpzG0c38l3LWBJQ,16-34,female,F. less than monthly,2,2,4993
1IqCiwMk-UyM5Y42vPAimDVmaC_2LhMwyf_Aq4Iy_mM,,,C. 1-2 days per week,1,1,28102
3lTl-3HP_brGtqm3p9OEXjPt7f8Cnp7xTNzsBooREos,16-34,prefer not to say,C. 1-2 days per week,4,8,3481
63TeLKVK2l9CkV3iDiwJd1sdwLDplkZGUkABfumPgbU,35+,female,B. 2-5 days per week,1,3,3882
8X5BhZodqUhgTmjkv_DyxQGIlaLfyI5glRTuTv_2Fak,,,F. less than monthly,1,1,556
1GsOlJHupAvO4DXhs2B4-FJe_-2N58bu2caLRVuTvbg,16-34,female,F. less than monthly,1,2,3111
